SALE_ID,SALE_DATE,STORE_CODE,PROD_DESC,QTY,UNIT_PRICE,TOTAL_AMT
LSS0031633,21/10/2025,LS02,MERIDIAN SPLASH GOGGLES SMOKE TINT,3,16.81,50.43
LSS0031634,08/12/2025,LS04,VANGUARD BRASS BALL VALVE 1IN,1,169.49,169.49
LSS0031635,06/06/2025,LS04,LAKESIDE EXTENSION CORD 25FT,4,21.03,84.1
LSS0031636,01/09/2025,LS02,TITAN IEC POWER CONNECTOR 12-POS,1,133.74,133.74
LSS0031637,29/04/2026,LS03,TITAN TOGGLE SWITCH 25A 3-POLE,2,41.06,82.13
LSS0031638,22/06/2025,LS03,LAKESIDE BUNGEE SET 24PC,4,44.38,177.53
LSS0031639,09/02/2026,LS03,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),5,72.28,361.42
LSS0031640,24/03/2026,LS03,LAKESIDE STORM TARP 10X12FT,3,9.91,29.72
LSS0031641,16/04/2026,LS04,TITAN STRETCH WRAP 18IN 1500FT,3,102.97,308.92
LSS0031642,09/09/2025,LS01,TITAN STRETCH WRAP 18IN 1500FT,3,102.87,308.61
LSS0031643,12/02/2026,LS03,MERIDIAN DIN CONTACTOR ROLLER LEVER,4,46.36,185.42
LSS0031644,13/07/2025,LS03,VANGUARD MACHINE SCREW #10 X 1-1/2IN,2,71.92,143.83
LSS0031645,01/02/2026,LS01,TITAN IEC POWER CONNECTOR 12-POS,1,130.74,130.74
LSS0031646,18/05/2026,LS02,ATLAS SHAFT SEAL 35X52X7,5,95.21,476.03
LSS0031647,30/08/2025,LS02,STERLING FLANGE BOLT M12 X 80MM,5,121.71,608.55
LSS0031648,16/12/2025,LS02,VANGUARD GASKET SET ASSORTED 200PC,1,119.72,119.72
LSS0031649,29/08/2025,LS03,LAKESIDE LED SHOP LIGHT 4FT,6,40.2,241.21
LSS0031650,12/06/2025,LS03,LAKESIDE BUNGEE SET 24PC,6,44.48,266.86
LSS0031651,01/05/2026,LS01,LAKESIDE WORK GLOVES L,6,38.0,228.02
LSS0031652,20/01/2026,LS02,ATLAS O-RING KIT 45X65X10,6,111.55,669.32
LSS0031653,11/05/2026,LS04,VANGUARD VENTED SAFETY HELMET RATCHET,1,181.14,181.14
LSS0031654,03/11/2025,LS04,VANGUARD BRASS BALL VALVE 3000 PSI,6,244.87,1469.19
LSS0031655,01/06/2025,LS04,VANGUARD GASKET SET 35X52X7,5,185.73,928.67
LSS0031656,19/12/2025,LS04,LAKESIDE BUNGEE SET 24PC,6,44.79,268.77
LSS0031657,03/03/2026,LS02,STERLING HYDRAULIC CHECK VALVE 3/4IN,1,229.7,229.7
LSS0031658,11/01/2026,LS04,ATLAS HYDRAULIC ROD SEAL PTFE 25PC,6,167.88,1007.29
LSS0031659,24/02/2026,LS01,TITAN VENTED SAFETY HELMET CLASS G BLUE,6,26.15,156.87
LSS0031660,05/07/2025,LS04,ATLAS SHAFT SEAL 35X52X7,1,94.09,94.09
LSS0031661,11/07/2025,LS03,STERLING HYDRAULIC CHECK VALVE 3/4IN,4,228.82,915.26
LSS0031662,26/10/2025,LS02,STERLING ROCKER SWITCH 15A,4,44.48,177.93
LSS0031663,11/03/2026,LS02,VANGUARD BRASS BALL VALVE 3000 PSI,6,244.61,1467.66
LSS0031664,09/03/2026,LS02,STERLING SOCKET CAP SCREW M4 X 20MM,6,209.36,1256.16
LSS0031665,10/03/2026,LS02,VANGUARD MACHINE SCREW #10 X 1-1/2IN,3,72.76,218.28
LSS0031666,03/12/2025,LS02,TITAN CARRIAGE BOLT 1/4IN X 1IN,1,142.36,142.36
LSS0031667,17/10/2025,LS02,LAKESIDE STORM TARP 10X12FT,2,9.91,19.82
LSS0031668,03/01/2026,LS03,STERLING SELF-TAPPING SCREW M5 X 25MM,4,21.52,86.07
LSS0031669,01/02/2026,LS04,VANGUARD BRASS BALL VALVE 3000 PSI,6,249.17,1495.02
LSS0031670,21/06/2025,LS02,TITAN TOGGLE SWITCH 25A 3-POLE,1,41.42,41.42
LSS0031671,23/05/2026,LS02,TITAN SOLENOID VALVE 1IN,5,9.12,45.59
LSS0031672,28/11/2025,LS01,LAKESIDE STORM TARP 10X12FT,2,9.81,19.61
LSS0031673,25/08/2025,LS02,VANGUARD COAXIAL CABLE 305M REEL,5,209.01,1045.05
LSS0031674,22/02/2026,LS01,TITAN SOLENOID VALVE 1IN,2,8.91,17.82
LSS0031675,30/08/2025,LS02,STERLING SHRINK FILM 2MIL 10FT,3,113.14,339.42
LSS0031676,22/01/2026,LS02,TITAN CAT6 ETHERNET CABLE 16 AWG 500FT,4,71.83,287.3
LSS0031677,10/07/2025,LS04,STERLING ANTI-FOG GOGGLES INDIRECT VENT,2,74.8,149.59
LSS0031678,02/12/2025,LS04,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,4,133.65,534.62
LSS0031679,30/12/2025,LS02,LAKESIDE EXTENSION CORD 25FT,1,21.17,21.17
LSS0031680,04/11/2025,LS04,VANGUARD NITRILE GLOVES PAIR (XL),5,15.61,78.07
LSS0031681,17/08/2025,LS04,STERLING SHRINK FILM 2MIL 10FT,3,110.2,330.61
LSS0031682,07/12/2025,LS04,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),5,161.95,809.74
LSS0031683,20/05/2026,LS01,ATLAS O-RING KIT 45X65X10,5,110.04,550.18
LSS0031684,22/02/2026,LS04,LAKESIDE STORAGE TOTE 27GAL,2,28.15,56.3
LSS0031685,08/03/2026,LS04,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),4,72.5,290.01
LSS0031686,06/01/2026,LS04,VANGUARD WEDGE ANCHOR M12,1,84.3,84.3
LSS0031687,02/03/2026,LS03,STERLING LEATHER WORK GLOVES BOX 100 (L),6,13.78,82.71
LSS0031688,11/09/2025,LS04,LAKESIDE MOVING BLANKET,5,37.89,189.46
LSS0031689,07/06/2025,LS03,VANGUARD HEX BOLT 1/4IN X 1IN,5,99.37,496.83
LSS0031690,15/02/2026,LS04,STERLING HYDRAULIC CHECK VALVE 3/4IN,2,227.1,454.21
LSS0031691,11/08/2025,LS01,STERLING WOOD SCREW M4 X 20MM,5,61.22,306.08
LSS0031692,04/07/2025,LS03,MERIDIAN DIN CONTACTOR ROLLER LEVER,4,46.64,186.54
LSS0031693,19/11/2025,LS02,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,4,132.78,531.12
LSS0031694,15/09/2025,LS04,LAKESIDE STORAGE TOTE 27GAL,6,28.1,168.59
LSS0031695,01/05/2026,LS01,VANGUARD MACHINE SCREW #10 X 1-1/2IN,4,70.81,283.24
LSS0031696,03/10/2025,LS01,LAKESIDE WINTER SALT PELLETS 50LB,2,38.23,76.45
LSS0031697,15/07/2025,LS03,STERLING LEATHER WORK GLOVES BOX 100 (XL),5,55.32,276.62
LSS0031698,20/03/2026,LS03,TITAN SAFETY GOGGLES WRAPAROUND,1,10.26,10.26
LSS0031699,17/08/2025,LS03,TITAN SAFETY GOGGLES WRAPAROUND,1,10.08,10.08
LSS0031700,21/10/2025,LS04,ATLAS HYDRAULIC CHECK VALVE 24V DC,4,158.29,633.16
LSS0031701,24/04/2026,LS03,STERLING SHRINK FILM 2MIL 10FT,6,112.72,676.33
LSS0031702,29/07/2025,LS03,LAKESIDE MOVING BLANKET,2,38.2,76.4
LSS0031703,19/06/2025,LS04,LAKESIDE PRO SHOP TOWELS 12PK,1,39.73,39.73
LSS0031704,06/04/2026,LS04,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),2,162.21,324.41
LSS0031705,01/03/2026,LS02,LAKESIDE UTILITY KNIFE 3PK,3,36.73,110.19
LSS0031706,04/05/2026,LS02,VANGUARD COAXIAL CABLE 305M REEL,6,209.78,1258.7
LSS0031707,05/11/2025,LS04,TITAN TOGGLE SWITCH 25A 3-POLE,2,40.96,81.93
LSS0031708,12/12/2025,LS02,STERLING ROCKER SWITCH 15A,5,44.05,220.26
LSS0031709,14/06/2025,LS04,STERLING HEX CAP SCREW M6 X 30MM,6,50.75,304.51
LSS0031710,21/07/2025,LS04,STERLING LEATHER WORK GLOVES BOX 100 (L),4,14.05,56.19
LSS0031711,23/10/2025,LS04,TITAN VENTED SAFETY HELMET CLASS G BLUE,2,25.84,51.68
LSS0031712,20/05/2026,LS04,STERLING LEATHER WORK GLOVES BOX 100 (L),5,14.04,70.18
LSS0031713,08/08/2025,LS01,TITAN VENTED SAFETY HELMET CLASS G BLUE,1,26.0,26.0
LSS0031714,26/03/2026,LS04,LAKESIDE MOVING BLANKET,1,37.93,37.93
LSS0031715,22/05/2026,LS03,MERIDIAN STRINGER PALLET BLOCK 48X48IN,1,161.2,161.2
LSS0031716,07/03/2026,LS04,STERLING HYDRAULIC CHECK VALVE 3/4IN,5,228.44,1142.18
LSS0031717,16/08/2025,LS01,STERLING NITRILE GLOVES PAIR (M),3,126.37,379.1
LSS0031718,23/09/2025,LS04,ATLAS HYDRAULIC CHECK VALVE 24V DC,5,159.38,796.88
LSS0031719,29/10/2025,LS02,VANGUARD COAXIAL CABLE 305M REEL,6,211.77,1270.6
LSS0031720,26/03/2026,LS03,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),1,72.59,72.59
LSS0031721,07/07/2025,LS02,ATLAS DROP-IN ANCHOR M8,3,168.93,506.79
LSS0031722,08/02/2026,LS01,VANGUARD NITRILE GLOVES PAIR (XL),3,15.65,46.94
LSS0031723,15/03/2026,LS03,LAKESIDE WORK GLOVES L,4,37.47,149.87
LSS0031724,30/05/2026,LS03,LAKESIDE UTILITY KNIFE 3PK,4,36.97,147.87
LSS0031725,30/05/2026,LS03,LAKESIDE STORM TARP 10X12FT,6,9.83,58.98
LSS0031726,22/07/2025,LS03,ATLAS SHAFT SEAL 35X52X7,2,95.24,190.48
LSS0031727,29/01/2026,LS03,LAKESIDE UTILITY KNIFE 3PK,3,37.24,111.73
LSS0031728,16/07/2025,LS01,STERLING SHRINK FILM 2MIL 10FT,2,111.34,222.69
LSS0031729,11/03/2026,LS04,STERLING STRETCH WRAP 20IN 5000FT,2,10.52,21.04
LSS0031730,12/06/2025,LS04,VANGUARD HEX BOLT 1/4IN X 1IN,4,98.01,392.04
LSS0031731,17/09/2025,LS01,ATLAS STRETCH WRAP 24IN ROLL,3,156.36,469.07
LSS0031732,01/02/2026,LS02,VANGUARD BRASS BALL VALVE 1IN,2,168.6,337.2
LSS0031733,28/12/2025,LS03,STERLING STRETCH WRAP 20IN 5000FT,3,10.69,32.06
LSS0031734,23/02/2026,LS03,STERLING WOOD SCREW M4 X 20MM,6,60.82,364.92
LSS0031735,17/10/2025,LS03,LAKESIDE BUNGEE SET 24PC,3,43.64,130.91
LSS0031736,19/12/2025,LS03,VANGUARD WEDGE ANCHOR M12,5,81.84,409.18
LSS0031737,20/05/2026,LS02,STERLING ANTI-FOG GOGGLES INDIRECT VENT,1,73.92,73.92
LSS0031738,23/01/2026,LS02,MERIDIAN DIN CONTACTOR ROLLER LEVER,6,45.79,274.71
LSS0031739,04/01/2026,LS01,VANGUARD HEX BOLT 1/4IN X 1IN,5,100.15,500.75
LSS0031740,04/10/2025,LS03,MERIDIAN STRINGER PALLET BLOCK 48X48IN,6,160.58,963.48
LSS0031741,30/07/2025,LS02,VANGUARD BRASS BALL VALVE 1IN,4,172.99,691.97
LSS0031742,26/06/2025,LS02,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,6,133.21,799.25
LSS0031743,17/10/2025,LS01,VANGUARD NITRILE GLOVES PAIR (XL),3,15.59,46.78
LSS0031744,26/05/2026,LS02,TITAN VENTED SAFETY HELMET CLASS G BLUE,4,26.05,104.19
LSS0031745,02/03/2026,LS02,STERLING HEX CAP SCREW M6 X 30MM,3,49.51,148.54
LSS0031746,07/08/2025,LS04,TITAN IEC POWER CONNECTOR 12-POS,1,130.9,130.9
LSS0031747,24/06/2025,LS03,TITAN RJ45 CONNECTOR 12-POS,5,168.41,842.06
LSS0031748,22/01/2026,LS01,LAKESIDE PRO SHOP TOWELS 12PK,5,39.7,198.49
LSS0031749,11/07/2025,LS04,LAKESIDE WINTER SALT PELLETS 50LB,5,38.7,193.49
LSS0031750,16/07/2025,LS04,LAKESIDE MOVING BLANKET,2,37.77,75.55
LSS0031751,06/02/2026,LS01,STERLING WOOD SCREW M4 X 20MM,2,61.11,122.22
LSS0031752,22/12/2025,LS01,LAKESIDE UTILITY KNIFE 3PK,2,37.56,75.13
LSS0031753,25/10/2025,LS04,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,3,183.92,551.75
LSS0031754,13/01/2026,LS02,LAKESIDE MOVING BLANKET,1,38.25,38.25
LSS0031755,20/02/2026,LS02,VANGUARD VENTED SAFETY HELMET RATCHET,6,181.79,1090.76
LSS0031756,21/03/2026,LS02,TITAN SOLENOID VALVE 1IN,4,9.03,36.14
LSS0031757,06/05/2026,LS03,LAKESIDE STORM TARP 10X12FT,5,9.89,49.43
LSS0031758,19/09/2025,LS04,LAKESIDE STORM TARP 10X12FT,3,9.86,29.58
LSS0031759,27/11/2025,LS01,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),4,73.46,293.82
LSS0031760,23/02/2026,LS04,VANGUARD BRASS BALL VALVE 1IN,5,170.13,850.66
LSS0031761,22/03/2026,LS01,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,3,182.89,548.66
LSS0031762,21/03/2026,LS04,LAKESIDE PRO SHOP TOWELS 12PK,4,39.83,159.31
LSS0031763,24/12/2025,LS02,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,5,133.0,664.98
LSS0031764,03/09/2025,LS04,LAKESIDE MOVING BLANKET,2,38.38,76.75
LSS0031765,01/09/2025,LS01,STERLING HYDRAULIC CHECK VALVE 3/4IN,4,226.93,907.74
LSS0031766,21/11/2025,LS02,LAKESIDE MOVING BLANKET,4,38.24,152.95
LSS0031767,14/10/2025,LS02,VANGUARD MACHINE SCREW #10 X 1-1/2IN,3,71.22,213.67
LSS0031768,06/12/2025,LS03,VANGUARD NITRILE GLOVES PAIR (XL),3,15.59,46.77
LSS0031769,10/01/2026,LS01,TITAN CAT6 ETHERNET CABLE 16 AWG 500FT,6,71.54,429.23
LSS0031770,26/04/2026,LS04,LAKESIDE MOVING BLANKET,3,37.13,111.39
LSS0031771,05/04/2026,LS02,LAKESIDE WINTER SALT PELLETS 50LB,3,38.93,116.79
LSS0031772,22/02/2026,LS04,TITAN ROCKER SWITCH 20A,2,372.16,744.31
LSS0031773,22/04/2026,LS02,VANGUARD GASKET SET 35X52X7,2,186.05,372.1
LSS0031774,07/12/2025,LS04,TITAN STRETCH WRAP 18IN 1500FT,5,102.01,510.06
LSS0031775,28/05/2026,LS04,VANGUARD PLASTIC EURO PALLET 42X42IN,6,23.99,143.92
LSS0031776,30/03/2026,LS04,TITAN RJ45 CONNECTOR 12-POS,4,168.5,673.98
LSS0031777,01/12/2025,LS04,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,4,132.9,531.61
LSS0031778,21/07/2025,LS03,VANGUARD HEX BOLT 1/4IN X 1IN,6,99.28,595.69
LSS0031779,21/02/2026,LS03,MERIDIAN DIN CONTACTOR ROLLER LEVER,6,46.92,281.54
LSS0031780,23/03/2026,LS04,VANGUARD HEX BOLT 1/4IN X 1IN,4,99.81,399.24
LSS0031781,12/08/2025,LS01,STERLING SHRINK FILM 2MIL 10FT,2,112.56,225.12
LSS0031782,24/03/2026,LS04,LAKESIDE MOVING BLANKET,2,37.75,75.5
LSS0031783,23/09/2025,LS02,LAKESIDE PRO SHOP TOWELS 12PK,5,39.66,198.28
LSS0031784,06/01/2026,LS02,LAKESIDE PRO SHOP TOWELS 12PK,2,39.36,78.73
LSS0031785,05/12/2025,LS02,STERLING FLANGE BOLT M12 X 80MM,3,120.24,360.73
LSS0031786,27/01/2026,LS02,MERIDIAN SPLASH GOGGLES SMOKE TINT,2,17.29,34.58
LSS0031787,12/07/2025,LS03,TITAN STRETCH WRAP 18IN 1500FT,2,102.57,205.14
LSS0031788,22/01/2026,LS02,VANGUARD WEDGE ANCHOR M12,3,84.96,254.88
LSS0031789,06/06/2025,LS02,VANGUARD MACHINE SCREW #10 X 1-1/2IN,4,71.19,284.76
LSS0031790,15/10/2025,LS01,LAKESIDE STORM TARP 10X12FT,2,9.86,19.72
LSS0031791,21/01/2026,LS02,TITAN RJ45 CONNECTOR 12-POS,6,168.51,1011.08
LSS0031792,14/03/2026,LS02,STERLING HEX CAP SCREW M6 X 30MM,3,51.47,154.41
LSS0031793,20/11/2025,LS03,STERLING STRETCH WRAP 20IN 5000FT,2,10.74,21.48
LSS0031794,26/07/2025,LS02,LAKESIDE STORM TARP 10X12FT,3,9.64,28.93
LSS0031795,30/09/2025,LS02,LAKESIDE STORAGE TOTE 27GAL,4,28.73,114.91
LSS0031796,11/03/2026,LS02,LAKESIDE STORM TARP 10X12FT,5,9.76,48.82
LSS0031797,23/11/2025,LS02,VANGUARD NITRILE GLOVES PAIR (XL),6,15.4,92.39
LSS0031798,04/06/2025,LS03,VANGUARD BRASS BALL VALVE 3000 PSI,2,243.21,486.42
LSS0031799,27/02/2026,LS01,STERLING STRETCH WRAP 20IN 5000FT,2,10.63,21.27
LSS0031800,07/03/2026,LS03,TITAN TOGGLE SWITCH 25A 3-POLE,2,40.98,81.96
LSS0031801,22/04/2026,LS01,LAKESIDE BUNGEE SET 24PC,3,43.8,131.41
LSS0031802,29/08/2025,LS01,LAKESIDE LED SHOP LIGHT 4FT,2,40.27,80.54
LSS0031803,17/08/2025,LS01,VANGUARD NITRILE GLOVES PAIR (XL),6,15.43,92.55
LSS0031804,26/07/2025,LS01,LAKESIDE STORAGE TOTE 27GAL,2,28.53,57.07
LSS0031805,07/08/2025,LS02,LAKESIDE STORM TARP 10X12FT,4,9.98,39.9
LSS0031806,05/12/2025,LS02,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,1,221.96,221.96
LSS0031807,23/11/2025,LS04,LAKESIDE WINTER SALT PELLETS 50LB,6,38.32,229.91
LSS0031808,27/07/2025,LS01,STERLING ROCKER SWITCH 15A,1,43.86,43.86
LSS0031809,17/01/2026,LS01,STERLING SHRINK FILM 2MIL 10FT,4,109.31,437.26
LSS0031810,04/06/2025,LS04,LAKESIDE BUNGEE SET 24PC,4,43.14,172.54
LSS0031811,01/12/2025,LS02,ATLAS STRETCH WRAP 24IN ROLL,4,158.67,634.7
LSS0031812,29/10/2025,LS02,STERLING ANTI-FOG GOGGLES INDIRECT VENT,1,75.08,75.08
LSS0031813,26/01/2026,LS04,STERLING SOCKET CAP SCREW M4 X 20MM,5,206.75,1033.76
LSS0031814,22/10/2025,LS02,ATLAS HYDRAULIC CHECK VALVE 24V DC,3,156.08,468.24
LSS0031815,30/04/2026,LS02,LAKESIDE PRO SHOP TOWELS 12PK,5,39.35,196.77
LSS0031816,02/12/2025,LS04,VANGUARD HYDRAULIC ROD SEAL 45X65X10,2,170.82,341.63
LSS0031817,26/01/2026,LS01,LAKESIDE LED SHOP LIGHT 4FT,3,40.39,121.18
LSS0031818,31/07/2025,LS02,ATLAS SHAFT SEAL 35X52X7,5,94.56,472.79
LSS0031819,23/10/2025,LS03,VANGUARD PLASTIC EURO PALLET 42X42IN,1,23.98,23.98
LSS0031820,21/03/2026,LS02,LAKESIDE PRO SHOP TOWELS 12PK,5,39.69,198.46
LSS0031821,02/04/2026,LS01,TITAN TOGGLE SWITCH 25A 3-POLE,3,40.86,122.58
LSS0031822,14/05/2026,LS01,ATLAS O-RING KIT 45X65X10,4,112.15,448.6
LSS0031823,29/08/2025,LS03,ATLAS DROP-IN ANCHOR M8,6,166.18,997.11
LSS0031824,22/09/2025,LS03,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,4,221.27,885.09
LSS0031825,11/05/2026,LS04,MERIDIAN WOOD PALLET 1200X800MM,4,98.88,395.53
LSS0031826,27/01/2026,LS01,LAKESIDE PRO SHOP TOWELS 12PK,5,40.02,200.12
LSS0031827,12/06/2025,LS01,STERLING SOCKET CAP SCREW M4 X 20MM,2,203.94,407.88
LSS0031828,10/11/2025,LS02,LAKESIDE BUNGEE SET 24PC,3,44.9,134.69
LSS0031829,20/06/2025,LS01,STERLING NITRILE GLOVES PAIR (M),4,125.22,500.86
LSS0031830,29/07/2025,LS04,VANGUARD BRASS BALL VALVE 1IN,3,169.5,508.51
LSS0031831,21/05/2026,LS03,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,3,220.0,659.99
LSS0031832,26/11/2025,LS02,STERLING ROCKER SWITCH 15A,2,44.52,89.04
LSS0031833,08/06/2025,LS03,ATLAS SHAFT SEAL 35X52X7,3,94.11,282.33
LSS0031834,31/08/2025,LS03,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,5,183.16,915.81
LSS0031835,24/03/2026,LS02,LAKESIDE BUNGEE SET 24PC,1,44.35,44.35
LSS0031836,11/07/2025,LS02,LAKESIDE STORAGE TOTE 27GAL,6,28.6,171.63
LSS0031837,26/03/2026,LS04,VANGUARD PLASTIC EURO PALLET 42X42IN,2,23.1,46.2
LSS0031838,23/02/2026,LS04,LAKESIDE BUNGEE SET 24PC,6,43.89,263.34
LSS0031839,26/09/2025,LS03,TITAN CARRIAGE BOLT 1/4IN X 1IN,5,141.56,707.82
LSS0031840,19/07/2025,LS03,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,2,221.53,443.07
LSS0031841,13/08/2025,LS01,LAKESIDE BUNGEE SET 24PC,2,44.3,88.59
LSS0031842,30/05/2026,LS02,LAKESIDE LED SHOP LIGHT 4FT,5,39.86,199.28
LSS0031843,19/01/2026,LS02,VANGUARD HYDRAULIC ROD SEAL 45X65X10,2,169.19,338.38
LSS0031844,18/04/2026,LS03,MERIDIAN SPLASH GOGGLES SMOKE TINT,1,16.94,16.94
LSS0031845,12/05/2026,LS03,LAKESIDE STORM TARP 10X12FT,1,9.91,9.91
LSS0031846,15/07/2025,LS04,LAKESIDE PRO SHOP TOWELS 12PK,2,40.23,80.45
LSS0031847,16/09/2025,LS02,STERLING LEATHER WORK GLOVES BOX 100 (XL),6,55.77,334.6
LSS0031848,31/10/2025,LS03,TITAN STRETCH WRAP 18IN 1500FT,1,103.43,103.43
LSS0031849,11/12/2025,LS01,STERLING STRETCH WRAP 20IN 5000FT,3,10.68,32.03
LSS0031850,14/09/2025,LS03,LAKESIDE LED SHOP LIGHT 4FT,5,40.26,201.31
LSS0031851,08/07/2025,LS04,ATLAS SHAFT SEAL 35X52X7,2,94.94,189.88
LSS0031852,22/04/2026,LS03,STERLING ANTI-FOG GOGGLES INDIRECT VENT,6,74.59,447.56
LSS0031853,23/06/2025,LS04,STERLING LEATHER WORK GLOVES BOX 100 (L),6,13.77,82.63
LSS0031854,15/05/2026,LS03,VANGUARD GASKET SET ASSORTED 200PC,5,119.58,597.92
LSS0031855,30/11/2025,LS01,TITAN IEC POWER CONNECTOR 12-POS,6,133.36,800.16
LSS0031856,24/12/2025,LS01,STERLING ROCKER SWITCH 15A,1,44.35,44.35
LSS0031857,28/01/2026,LS03,VANGUARD GASKET SET 35X52X7,3,189.55,568.66
LSS0031858,24/05/2026,LS02,STERLING LEATHER WORK GLOVES BOX 100 (L),2,13.66,27.32
LSS0031859,03/01/2026,LS01,LAKESIDE BUNGEE SET 24PC,5,44.21,221.03
LSS0031860,03/11/2025,LS03,VANGUARD HYDRAULIC ROD SEAL 45X65X10,1,170.94,170.94
LSS0031861,15/06/2025,LS02,LAKESIDE EXTENSION CORD 25FT,5,21.14,105.69
LSS0031862,30/01/2026,LS01,TITAN SOLENOID VALVE 1IN,4,8.93,35.71
LSS0031863,08/07/2025,LS04,LAKESIDE LED SHOP LIGHT 4FT,6,39.93,239.58
LSS0031864,12/11/2025,LS03,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,3,185.35,556.05
LSS0031865,09/06/2025,LS04,STERLING HYDRAULIC CHECK VALVE 3/4IN,1,230.42,230.42
LSS0031866,11/06/2025,LS01,STERLING WOOD SCREW M4 X 20MM,6,61.33,367.99
LSS0031867,21/11/2025,LS04,STERLING ANTI-FOG GOGGLES INDIRECT VENT,5,74.71,373.53
LSS0031868,26/06/2025,LS01,LAKESIDE EXTENSION CORD 25FT,4,20.73,82.9
LSS0031869,26/06/2025,LS04,VANGUARD COAXIAL CABLE 305M REEL,1,210.07,210.07
LSS0031870,26/06/2025,LS02,STERLING ROCKER SWITCH 15A,1,43.2,43.2
LSS0031871,10/12/2025,LS03,LAKESIDE WINTER SALT PELLETS 50LB,1,38.51,38.51
LSS0031872,19/02/2026,LS04,MERIDIAN SPLASH GOGGLES SMOKE TINT,3,17.31,51.93
LSS0031873,02/06/2025,LS02,LAKESIDE PRO SHOP TOWELS 12PK,5,39.55,197.77
LSS0031874,22/01/2026,LS04,STERLING HEX CAP SCREW M6 X 30MM,4,51.32,205.29
LSS0031875,07/12/2025,LS02,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),3,160.41,481.24
LSS0031876,24/01/2026,LS03,STERLING SHRINK FILM 2MIL 10FT,1,112.74,112.74
LSS0031877,20/10/2025,LS04,LAKESIDE WORK GLOVES L,5,37.27,186.33
LSS0031878,07/08/2025,LS01,VANGUARD BRASS BALL VALVE 1IN,2,169.23,338.47
LSS0031879,18/11/2025,LS01,LAKESIDE STORM TARP 10X12FT,4,9.8,39.2
LSS0031880,03/11/2025,LS04,VANGUARD VENTED SAFETY HELMET RATCHET,5,185.62,928.11
LSS0031881,31/01/2026,LS02,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),2,160.48,320.96
LSS0031882,08/04/2026,LS02,ATLAS STRETCH WRAP 24IN ROLL,4,158.73,634.93
LSS0031883,20/12/2025,LS01,STERLING SELF-TAPPING SCREW M5 X 25MM,2,21.65,43.29
LSS0031884,22/05/2026,LS04,LAKESIDE WINTER SALT PELLETS 50LB,2,37.79,75.58
LSS0031885,16/04/2026,LS03,TITAN VENTED SAFETY HELMET CLASS G BLUE,5,26.14,130.69
LSS0031886,18/05/2026,LS02,TITAN IEC POWER CONNECTOR 12-POS,4,132.28,529.13
LSS0031887,08/03/2026,LS01,TITAN STRETCH WRAP 18IN 1500FT,3,101.49,304.48
LSS0031888,20/10/2025,LS03,ATLAS SHAFT SEAL 35X52X7,1,95.7,95.7
LSS0031889,12/12/2025,LS04,LAKESIDE STORAGE TOTE 27GAL,3,27.73,83.18
LSS0031890,13/06/2025,LS04,STERLING LEATHER WORK GLOVES BOX 100 (XL),5,56.43,282.13
LSS0031891,18/04/2026,LS02,LAKESIDE STORM TARP 10X12FT,6,9.97,59.84
LSS0031892,16/03/2026,LS02,LAKESIDE WINTER SALT PELLETS 50LB,6,38.54,231.25
LSS0031893,20/03/2026,LS03,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,6,184.15,1104.92
LSS0031894,02/04/2026,LS03,STERLING LEATHER WORK GLOVES BOX 100 (L),3,14.0,42.01
LSS0031895,13/09/2025,LS02,LAKESIDE MOVING BLANKET,1,37.52,37.52
LSS0031896,26/11/2025,LS03,VANGUARD HEX BOLT 1/4IN X 1IN,1,100.24,100.24
LSS0031897,25/04/2026,LS02,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),1,71.67,71.67
LSS0031898,18/02/2026,LS03,VANGUARD VENTED SAFETY HELMET RATCHET,2,185.71,371.42
LSS0031899,23/07/2025,LS01,VANGUARD COAXIAL CABLE 305M REEL,2,212.31,424.63
LSS0031900,27/03/2026,LS02,MERIDIAN SPLASH GOGGLES SMOKE TINT,1,16.97,16.97
LSS0031901,20/05/2026,LS02,TITAN STRETCH WRAP 18IN 1500FT,4,103.6,414.39
LSS0031902,01/05/2026,LS04,LAKESIDE STORM TARP 10X12FT,1,9.94,9.94
