mmOrderId,orderDate,listingId,qty,grossAmount,buyerState
MM-7023822,2025-12-08,ML-200085,4,1090.29,GA
MM-7023823,2025-06-13,ML-200057,1,216.98,PA
MM-7023824,2026-03-18,ML-200031,3,95.55,TX
MM-7023825,2025-08-01,ML-200028,2,435.78,NJ
MM-7023826,2025-12-18,ML-200047,4,1235.43,PA
MM-7023827,2026-02-15,ML-200003,4,536.0,CA
MM-7023828,2026-04-16,ML-200009,3,412.6,NJ
MM-7023829,2025-06-19,ML-200020,2,154.44,CA
MM-7023830,2025-08-19,ML-200087,1,10.44,CA
MM-7023831,2025-09-04,ML-200029,2,39.73,TX
MM-7023832,2025-12-10,ML-200054,4,88.01,CA
MM-7023833,2025-11-24,ML-200100,2,117.15,CA
MM-7023834,2025-06-02,ML-200012,2,275.92,IL
MM-7023835,2025-07-14,ML-200094,3,91.27,NJ
MM-7023836,2026-01-18,ML-200079,2,96.28,IL
MM-7023837,2025-12-02,ML-200089,1,107.29,PA
MM-7023838,2026-05-22,ML-200060,3,631.18,IL
MM-7023839,2025-12-04,ML-200066,1,118.77,WA
MM-7023840,2025-10-16,ML-200069,2,218.38,PA
MM-7023841,2026-05-14,ML-200085,3,826.42,IL
MM-7023842,2026-05-10,ML-200045,2,214.89,IL
MM-7023843,2026-04-30,ML-200086,1,51.28,WA
MM-7023844,2025-06-02,ML-200088,4,710.52,NY
MM-7023845,2025-09-08,ML-200057,1,215.31,NY
MM-7023846,2026-01-29,ML-200009,4,561.78,NJ
MM-7023847,2025-07-04,ML-200080,3,245.17,FL
MM-7023848,2025-08-20,ML-200074,3,72.48,NJ
MM-7023849,2025-06-05,ML-200052,3,76.41,NJ
MM-7023850,2026-02-24,ML-200089,4,430.4,TX
MM-7023851,2026-05-24,ML-200050,4,41.51,NY
MM-7023852,2025-07-21,ML-200100,1,57.98,OH
MM-7023853,2025-12-29,ML-200011,4,758.75,WA
MM-7023854,2026-04-18,ML-200092,1,291.77,GA
MM-7023855,2025-12-18,ML-200030,4,452.83,WA
MM-7023856,2025-12-20,ML-200084,3,185.46,NY
MM-7023857,2025-12-27,ML-200039,1,40.55,GA
MM-7023858,2025-12-19,ML-200017,4,503.35,OH
MM-7023859,2025-12-23,ML-200051,2,702.51,PA
MM-7023860,2025-07-22,ML-200036,3,105.21,GA
MM-7023861,2026-03-14,ML-200062,3,223.51,FL
MM-7023862,2025-09-22,ML-200027,2,348.72,FL
MM-7023863,2025-11-24,ML-200037,3,826.92,IL
MM-7023864,2026-05-04,ML-200059,4,721.26,WA
MM-7023865,2026-05-31,ML-200021,2,598.56,CA
MM-7023866,2025-08-16,ML-200021,2,600.81,GA
MM-7023867,2025-12-13,ML-200005,4,288.17,CA
MM-7023868,2025-06-13,ML-200069,2,221.88,WA
MM-7023869,2025-12-18,ML-200016,3,689.36,WA
MM-7023870,2025-11-08,ML-200091,2,1204.65,OH
MM-7023871,2025-06-22,ML-200031,1,30.54,WA
MM-7023872,2025-08-22,ML-200046,3,108.43,PA
MM-7023873,2026-02-27,ML-200044,4,964.98,TX
MM-7023874,2026-05-16,ML-200011,1,191.88,WA
MM-7023875,2026-04-27,ML-200014,2,187.34,OH
MM-7023876,2025-12-21,ML-200034,3,116.33,PA
MM-7023877,2025-09-23,ML-200097,1,20.81,IL
MM-7023878,2026-05-12,ML-200082,2,144.94,IL
MM-7023879,2025-06-22,ML-200010,1,132.63,NY
MM-7023880,2026-05-29,ML-200051,2,714.29,TX
MM-7023881,2025-08-25,ML-200043,1,61.83,PA
MM-7023882,2025-10-26,ML-200045,2,208.53,WA
MM-7023883,2025-08-12,ML-200026,4,1075.19,IL
MM-7023884,2025-11-21,ML-200088,4,717.08,FL
MM-7023885,2025-10-08,ML-200015,2,520.17,WA
MM-7023886,2025-12-26,ML-200013,1,78.51,NJ
MM-7023887,2025-08-15,ML-200065,3,523.46,WA
MM-7023888,2025-12-29,ML-200092,4,1159.2,TX
MM-7023889,2026-03-28,ML-200058,1,82.73,TX
MM-7023890,2025-06-29,ML-200065,1,182.93,WA
MM-7023891,2025-06-19,ML-200012,3,410.39,GA
MM-7023892,2025-08-25,ML-200035,3,424.43,FL
MM-7023893,2026-03-14,ML-200053,1,265.63,NJ
MM-7023894,2026-01-06,ML-200071,1,103.52,WA
MM-7023895,2025-08-08,ML-200011,3,574.22,NY
MM-7023896,2025-10-08,ML-200025,3,522.68,FL
MM-7023897,2025-06-27,ML-200017,3,376.65,PA
MM-7023898,2025-09-02,ML-200060,1,211.15,CA
MM-7023899,2025-11-08,ML-200074,2,48.09,PA
MM-7023900,2025-08-30,ML-200008,3,50.07,OH
MM-7023901,2025-10-10,ML-200078,1,161.78,GA
MM-7023902,2025-10-21,ML-200038,3,326.47,IL
MM-7023903,2026-01-04,ML-200063,4,497.48,FL
MM-7023904,2026-04-04,ML-200090,3,146.46,WA
MM-7023905,2026-05-28,ML-200008,3,50.8,PA
MM-7023906,2025-10-03,ML-200079,3,143.85,NY
MM-7023907,2026-04-05,ML-200073,2,356.3,GA
MM-7023908,2026-05-05,ML-200007,4,799.92,FL
MM-7023909,2026-01-30,ML-200056,1,233.07,FL
MM-7023910,2026-05-07,ML-200035,2,282.2,NY
MM-7023911,2026-01-15,ML-200017,2,251.96,NY
MM-7023912,2025-11-25,ML-200062,3,208.6,GA
MM-7023913,2026-03-08,ML-200100,1,59.48,GA
MM-7023914,2025-09-27,ML-200067,3,299.28,TX
MM-7023915,2026-05-09,ML-200067,2,201.81,CA
MM-7023916,2025-10-06,ML-200075,4,582.65,IL
MM-7023917,2025-12-18,ML-200072,3,238.79,FL
MM-7023918,2026-05-19,ML-200022,2,237.06,TX
MM-7023919,2025-08-13,ML-200066,4,450.74,FL
MM-7023920,2026-05-08,ML-200056,1,234.52,GA
MM-7023921,2026-01-25,ML-200063,3,361.0,NY
MM-7023922,2025-09-04,ML-200097,3,63.62,NY
MM-7023923,2025-07-21,ML-200094,4,117.34,FL
MM-7023924,2025-11-28,ML-200080,4,333.7,GA
MM-7023925,2025-07-26,ML-200041,4,775.87,NJ
MM-7023926,2025-09-13,ML-200057,4,871.37,OH
MM-7023927,2025-08-27,ML-200094,4,119.84,WA
MM-7023928,2025-11-14,ML-200079,3,143.44,CA
MM-7023929,2026-04-07,ML-200019,2,233.84,CA
MM-7023930,2026-04-12,ML-200079,2,94.73,FL
MM-7023931,2026-05-11,ML-200094,3,87.84,GA
MM-7023932,2025-10-16,ML-200069,2,220.17,TX
MM-7023933,2026-03-21,ML-200016,1,234.47,PA
MM-7023934,2026-04-12,ML-200023,3,462.71,WA
MM-7023935,2025-10-19,ML-200008,2,34.38,PA
MM-7023936,2025-09-16,ML-200022,1,116.43,NY
MM-7023937,2025-10-09,ML-200005,4,286.67,FL
MM-7023938,2025-12-24,ML-200060,2,428.37,IL
MM-7023939,2025-08-14,ML-200038,4,441.19,GA
MM-7023940,2025-11-27,ML-200015,4,1022.09,CA
MM-7023941,2026-05-29,ML-200079,4,188.98,FL
MM-7023942,2026-04-03,ML-200012,2,270.22,WA
MM-7023943,2025-07-12,ML-200030,1,108.61,OH
MM-7023944,2026-04-16,ML-200050,3,31.84,TX
MM-7023945,2025-09-18,ML-200065,2,369.49,CA
MM-7023946,2025-07-08,ML-200060,1,210.27,NJ
MM-7023947,2026-03-05,ML-200054,2,44.19,NJ
MM-7023948,2025-08-09,ML-200008,3,52.66,IL
MM-7023949,2025-08-29,ML-200027,2,356.91,NY
MM-7023950,2026-05-12,ML-200027,4,694.77,TX
MM-7023951,2025-11-11,ML-200097,2,41.29,CA
MM-7023952,2025-09-27,ML-200086,1,50.12,WA
MM-7023953,2026-04-20,ML-200070,3,485.87,FL
MM-7023954,2026-01-30,ML-200090,3,150.56,FL
MM-7023955,2026-02-12,ML-200040,3,240.01,OH
MM-7023956,2025-11-10,ML-200087,4,40.43,OH
MM-7023957,2026-01-21,ML-200087,1,9.88,TX
MM-7023958,2025-09-21,ML-200023,4,614.52,NY
MM-7023959,2025-10-18,ML-200071,2,212.41,OH
MM-7023960,2025-10-30,ML-200044,2,483.82,OH
MM-7023961,2025-08-13,ML-200057,4,864.94,IL
MM-7023962,2025-12-03,ML-200040,1,79.42,GA
MM-7023963,2026-04-16,ML-200017,4,496.3,OH
MM-7023964,2025-09-25,ML-200081,4,692.75,CA
MM-7023965,2026-01-24,ML-200077,2,152.21,NY
MM-7023966,2025-07-25,ML-200006,2,32.37,WA
MM-7023967,2025-09-03,ML-200041,4,749.73,CA
MM-7023968,2025-08-05,ML-200002,1,156.05,WA
MM-7023969,2026-02-06,ML-200074,3,73.79,OH
MM-7023970,2025-10-08,ML-200049,3,1021.32,CA
MM-7023971,2025-12-22,ML-200041,4,768.65,OH
MM-7023972,2025-09-11,ML-200075,3,416.19,CA
MM-7023973,2025-11-12,ML-200031,4,124.72,GA
MM-7023974,2026-02-17,ML-200040,1,79.45,WA
MM-7023975,2025-12-21,ML-200010,4,524.19,NY
MM-7023976,2025-07-06,ML-200038,4,429.42,WA
MM-7023977,2026-02-15,ML-200047,3,928.86,GA
MM-7023978,2025-07-14,ML-200028,4,865.38,NY
MM-7023979,2025-10-13,ML-200094,2,59.57,CA
MM-7023980,2025-09-19,ML-200045,4,430.7,WA
MM-7023981,2026-03-12,ML-200072,3,243.63,OH
MM-7023982,2025-11-14,ML-200054,2,43.72,FL
MM-7023983,2026-02-11,ML-200031,4,124.99,CA
MM-7023984,2026-03-29,ML-200003,3,400.92,GA
MM-7023985,2025-09-16,ML-200038,2,219.54,TX
MM-7023986,2026-04-01,ML-200090,4,196.87,NY
MM-7023987,2025-09-04,ML-200058,4,324.73,NY
MM-7023988,2025-12-08,ML-200026,2,552.01,IL
MM-7023989,2025-12-29,ML-200072,4,319.47,NY
MM-7023990,2025-08-09,ML-200086,3,148.99,CA
MM-7023991,2026-02-13,ML-200014,3,277.5,CA
MM-7023992,2025-12-21,ML-200062,2,144.85,NJ
MM-7023993,2026-02-16,ML-200087,3,28.91,OH
MM-7023994,2026-01-23,ML-200090,1,50.83,CA
MM-7023995,2025-08-25,ML-200020,4,300.89,FL
MM-7023996,2025-11-18,ML-200002,1,154.23,NY
MM-7023997,2025-12-05,ML-200072,4,318.56,WA
MM-7023998,2026-03-01,ML-200055,2,117.88,PA
MM-7023999,2025-06-29,ML-200073,4,697.68,NJ
MM-7024000,2025-10-14,ML-200014,4,367.53,NJ
MM-7024001,2025-11-26,ML-200075,3,435.17,NJ
MM-7024002,2026-03-20,ML-200001,4,1304.4,WA
MM-7024003,2026-02-24,ML-200060,4,837.92,IL
MM-7024004,2025-10-06,ML-200058,2,165.33,GA
MM-7024005,2025-07-12,ML-200026,2,550.23,PA
MM-7024006,2026-02-04,ML-200080,1,82.56,CA
MM-7024007,2026-05-13,ML-200057,2,427.08,NY
MM-7024008,2026-03-21,ML-200040,4,315.08,CA
MM-7024009,2025-09-07,ML-200068,1,16.04,NY
MM-7024010,2026-05-13,ML-200077,3,228.19,OH
MM-7024011,2025-06-09,ML-200090,1,49.33,TX
MM-7024012,2025-10-26,ML-200057,3,641.29,TX
MM-7024013,2026-03-24,ML-200100,3,179.39,OH
MM-7024014,2025-11-03,ML-200005,3,221.44,GA
MM-7024015,2026-03-13,ML-200053,1,256.4,TX
MM-7024016,2026-03-02,ML-200080,3,249.46,GA
MM-7024017,2025-11-25,ML-200074,1,24.59,GA
MM-7024018,2025-07-05,ML-200074,3,72.57,IL
MM-7024019,2025-08-19,ML-200036,1,35.45,NJ
MM-7024020,2026-04-29,ML-200025,2,346.94,NY
MM-7024021,2026-03-26,ML-200102,4,90.04,WA
MM-7024022,2026-05-26,ML-200031,1,30.66,OH
MM-7024023,2025-06-04,ML-200076,2,153.54,FL
MM-7024024,2025-07-29,ML-200051,4,1402.81,NY
MM-7024025,2026-01-12,ML-200019,3,356.24,PA
MM-7024026,2026-02-22,ML-200043,1,61.33,TX
MM-7024027,2026-04-26,ML-200015,4,1007.73,OH
MM-7024028,2025-12-24,ML-200061,1,183.42,PA
MM-7024029,2026-03-01,ML-200006,4,64.91,TX
MM-7024030,2026-01-02,ML-200015,1,256.8,WA
MM-7024031,2026-01-05,ML-200058,3,254.47,NY
MM-7024032,2026-02-26,ML-200032,1,155.7,NY
MM-7024033,2025-06-30,ML-200046,1,34.22,OH
MM-7024034,2026-02-22,ML-200027,4,696.9,NJ
MM-7024035,2026-05-07,ML-200086,2,100.86,FL
MM-7024036,2025-09-19,ML-200030,3,325.77,WA
MM-7024037,2025-09-02,ML-200075,2,286.45,IL
MM-7024038,2025-09-05,ML-200099,4,139.39,GA
MM-7024039,2025-11-28,ML-200078,2,317.1,NJ
MM-7024040,2025-09-11,ML-200075,4,566.17,PA
MM-7024041,2026-04-01,ML-200048,3,518.19,IL
MM-7024042,2025-06-22,ML-200026,3,813.54,TX
MM-7024043,2026-01-20,ML-200036,1,35.89,GA
MM-7024044,2025-08-21,ML-200067,3,314.4,NY
MM-7024045,2025-09-08,ML-200044,1,242.35,GA
MM-7024046,2025-07-20,ML-200080,1,82.3,GA
MM-7024047,2026-03-25,ML-200044,2,495.83,TX
MM-7024048,2025-08-28,ML-200031,2,60.71,NY
MM-7024049,2025-08-18,ML-200049,3,997.4,OH
MM-7024050,2026-02-06,ML-200085,4,1086.75,GA
MM-7024051,2026-04-23,ML-200080,4,322.89,FL
MM-7024052,2025-07-16,ML-200043,4,254.54,NJ
MM-7024053,2025-07-02,ML-200059,1,182.75,CA
MM-7024054,2026-05-22,ML-200084,1,61.51,FL
MM-7024055,2025-08-04,ML-200005,4,287.92,TX
MM-7024056,2026-05-13,ML-200008,1,16.94,IL
MM-7024057,2026-02-02,ML-200031,2,61.76,OH
MM-7024058,2025-11-24,ML-200069,2,220.52,IL
MM-7024059,2025-07-16,ML-200064,3,579.75,CA
MM-7024060,2025-09-22,ML-200074,2,48.1,OH
MM-7024061,2025-08-05,ML-200036,4,141.57,OH
MM-7024062,2026-03-19,ML-200041,4,746.67,TX
MM-7024063,2025-07-05,ML-200049,1,333.27,WA
MM-7024064,2025-11-29,ML-200028,2,435.59,NY
MM-7024065,2026-04-18,ML-200009,1,137.19,PA
MM-7024066,2025-12-17,ML-200069,2,222.88,NJ
MM-7024067,2025-06-05,ML-200063,1,119.48,OH
MM-7024068,2026-02-15,ML-200050,2,20.82,TX
MM-7024069,2025-08-04,ML-200087,4,40.69,IL
MM-7024070,2026-01-28,ML-200051,2,705.13,CA
MM-7024071,2026-05-11,ML-200002,1,157.31,OH
MM-7024072,2025-09-15,ML-200025,3,524.34,WA
MM-7024073,2025-07-28,ML-200059,4,722.78,PA
MM-7024074,2026-03-27,ML-200039,2,82.88,WA
MM-7024075,2026-05-31,ML-200010,1,132.84,GA
MM-7024076,2026-01-30,ML-200063,2,245.55,NJ
MM-7024077,2026-04-19,ML-200052,3,73.94,WA
MM-7024078,2025-08-07,ML-200035,1,142.41,NJ
MM-7024079,2026-05-24,ML-200050,3,32.23,PA
MM-7024080,2025-10-19,ML-200037,2,556.24,GA
MM-7024081,2025-12-08,ML-200063,4,503.57,TX
MM-7024082,2026-03-27,ML-200052,1,24.47,WA
MM-7024083,2025-12-19,ML-200097,4,81.12,NY
MM-7024084,2025-09-18,ML-200002,2,308.11,WA
MM-7024085,2026-02-11,ML-200022,1,116.08,TX
MM-7024086,2025-09-02,ML-200082,4,293.59,NY
MM-7024087,2025-06-06,ML-200097,4,83.03,TX
MM-7024088,2025-09-29,ML-200056,1,233.62,FL
MM-7024089,2026-04-22,ML-200065,2,362.49,NY
MM-7024090,2025-10-27,ML-200022,3,345.0,CA
MM-7024091,2025-08-21,ML-200058,1,84.81,CA
MM-7024092,2025-08-08,ML-200052,4,98.54,WA
MM-7024093,2025-07-04,ML-200004,4,969.01,NJ
MM-7024094,2025-09-07,ML-200070,1,158.79,CA
MM-7024095,2025-12-20,ML-200065,4,717.14,NY
MM-7024096,2025-09-15,ML-200055,1,59.81,NJ
MM-7024097,2025-10-03,ML-200097,1,20.6,IL
MM-7024098,2026-03-25,ML-200078,2,318.66,NJ
MM-7024099,2026-02-25,ML-200098,4,139.24,CA
MM-7024100,2025-08-04,ML-200060,3,621.47,FL
MM-7024101,2025-11-06,ML-200100,4,233.84,NY
MM-7024102,2025-10-05,ML-200021,3,864.58,WA
MM-7024103,2025-09-26,ML-200018,1,26.73,CA
MM-7024104,2025-09-30,ML-200057,3,635.27,OH
MM-7024105,2025-08-31,ML-200026,3,821.43,GA
MM-7024106,2026-05-22,ML-200051,2,721.08,PA
MM-7024107,2025-07-10,ML-200061,1,179.1,PA
MM-7024108,2026-03-04,ML-200090,1,49.38,GA
MM-7024109,2026-05-03,ML-200070,4,636.0,NY
MM-7024110,2026-03-16,ML-200040,2,161.11,NY
MM-7024111,2025-06-16,ML-200048,2,336.56,PA
MM-7024112,2025-08-22,ML-200045,4,430.49,PA
MM-7024113,2025-08-12,ML-200002,2,316.17,TX
MM-7024114,2025-11-10,ML-200023,2,305.08,GA
MM-7024115,2025-10-14,ML-200045,1,105.33,WA
MM-7024116,2025-10-12,ML-200007,4,807.31,NJ
MM-7024117,2025-08-08,ML-200092,1,299.83,PA
MM-7024118,2026-04-30,ML-200035,2,279.1,NY
MM-7024119,2026-05-10,ML-200022,1,117.33,NJ
MM-7024120,2025-10-29,ML-200064,3,577.7,CA
MM-7024121,2026-01-21,ML-200039,2,81.42,WA
MM-7024122,2026-03-23,ML-200030,1,110.12,TX
MM-7024123,2025-09-15,ML-200049,2,649.47,PA
MM-7024124,2026-04-04,ML-200072,1,80.23,OH
MM-7024125,2025-06-29,ML-200022,3,353.62,GA
MM-7024126,2026-03-13,ML-200002,1,156.39,NY
MM-7024127,2026-04-19,ML-200059,4,717.93,FL
MM-7024128,2026-02-15,ML-200060,2,424.8,OH
MM-7024129,2025-10-15,ML-200040,2,158.63,GA
MM-7024130,2025-07-08,ML-200038,1,109.04,GA
MM-7024131,2025-12-07,ML-200054,2,43.36,NJ
MM-7024132,2025-12-13,ML-200022,1,116.08,WA
MM-7024133,2026-03-13,ML-200003,3,398.04,FL
MM-7024134,2025-06-16,ML-200060,3,637.38,OH
MM-7024135,2026-04-05,ML-200067,2,200.18,OH
MM-7024136,2026-03-02,ML-200090,1,48.51,WA
MM-7024137,2026-05-18,ML-200090,1,48.82,NY
MM-7024138,2025-11-17,ML-200082,1,74.09,CA
MM-7024139,2026-03-28,ML-200049,4,1318.86,TX
MM-7024140,2026-01-01,ML-200007,3,616.7,CA
MM-7024141,2025-09-23,ML-200015,1,253.55,FL
MM-7024142,2025-11-01,ML-200065,4,719.34,CA
MM-7024143,2025-11-04,ML-200084,4,242.99,TX
MM-7024144,2026-03-15,ML-200079,1,48.47,IL
MM-7024145,2026-02-09,ML-200031,3,93.25,TX
MM-7024146,2025-12-06,ML-200079,4,193.65,FL
MM-7024147,2026-04-30,ML-200084,4,247.03,GA
MM-7024148,2026-02-01,ML-200008,3,51.28,NY
MM-7024149,2025-09-18,ML-200054,3,66.74,PA
MM-7024150,2025-07-18,ML-200085,3,810.07,FL
MM-7024151,2026-05-30,ML-200088,3,526.07,OH
MM-7024152,2026-05-26,ML-200086,3,149.19,PA
MM-7024153,2026-05-29,ML-200097,2,41.78,NJ
MM-7024154,2025-12-18,ML-200097,2,41.47,IL
MM-7024155,2025-06-27,ML-200044,3,734.71,PA
MM-7024156,2026-04-08,ML-200044,1,240.81,WA
MM-7024157,2025-10-06,ML-200043,3,190.11,TX
MM-7024158,2026-01-31,ML-200072,1,80.38,PA
MM-7024159,2025-11-04,ML-200055,4,237.24,WA
MM-7024160,2026-01-28,ML-200018,2,53.17,FL
MM-7024161,2025-12-27,ML-200006,1,16.33,WA
MM-7024162,2025-12-08,ML-200049,3,987.27,FL
MM-7024163,2026-05-19,ML-200003,3,412.88,TX
MM-7024164,2025-09-10,ML-200064,2,392.23,PA
MM-7024165,2025-10-10,ML-200066,3,358.72,OH
MM-7024166,2026-03-24,ML-200059,4,733.32,NY
MM-7024167,2026-03-14,ML-200082,4,294.01,TX
MM-7024168,2026-04-26,ML-200032,4,610.66,GA
MM-7024169,2025-07-17,ML-200089,4,420.01,FL
MM-7024170,2026-04-22,ML-200001,2,638.62,IL
MM-7024171,2025-11-24,ML-200087,1,10.11,TX
MM-7024172,2025-08-16,ML-200041,3,561.69,NJ
MM-7024173,2026-01-25,ML-200051,2,700.77,IL
MM-7024174,2026-02-17,ML-200065,2,361.61,CA
MM-7024175,2025-06-23,ML-200037,3,818.79,FL
MM-7024176,2025-06-21,ML-200058,2,165.83,WA
MM-7024177,2025-07-25,ML-200011,4,778.91,FL
MM-7024178,2026-03-02,ML-200050,2,21.21,IL
MM-7024179,2025-06-15,ML-200059,2,364.44,PA
MM-7024180,2026-04-17,ML-200090,2,98.48,TX
MM-7024181,2025-10-27,ML-200045,2,208.3,FL
MM-7024182,2025-06-30,ML-200089,2,215.37,FL
MM-7024183,2026-03-06,ML-200089,2,206.64,NY
MM-7024184,2026-04-20,ML-200004,3,717.81,IL
MM-7024185,2026-05-27,ML-200033,2,738.51,FL
MM-7024186,2025-11-24,ML-200058,4,323.32,NJ
MM-7024187,2026-05-01,ML-200058,2,162.91,TX
MM-7024188,2025-11-01,ML-200056,4,908.09,TX
MM-7024189,2026-03-19,ML-200090,4,196.01,FL
MM-7024190,2025-10-13,ML-200021,4,1208.71,PA
MM-7024191,2026-03-05,ML-200038,3,329.16,FL
MM-7024192,2025-08-20,ML-200060,2,425.43,FL
MM-7024193,2026-05-07,ML-200058,2,168.62,CA
MM-7024194,2025-06-21,ML-200029,3,58.92,IL
MM-7024195,2026-03-16,ML-200002,4,621.98,WA
MM-7024196,2025-06-07,ML-200041,1,189.61,FL
MM-7024197,2025-07-25,ML-200081,2,351.88,GA
MM-7024198,2026-03-07,ML-200083,1,44.7,TX
MM-7024199,2026-05-17,ML-200063,1,124.05,FL
MM-7024200,2025-10-24,ML-200074,1,24.5,PA
MM-7024201,2025-07-24,ML-200069,4,446.64,CA
MM-7024202,2025-06-05,ML-200020,2,148.5,NY
MM-7024203,2025-06-19,ML-200015,2,511.48,TX
MM-7024204,2025-10-25,ML-200058,1,81.58,TX
MM-7024205,2025-11-04,ML-200089,3,325.56,NY
MM-7024206,2025-09-11,ML-200056,4,916.85,GA
MM-7024207,2025-08-09,ML-200091,4,2457.15,IL
MM-7024208,2025-07-19,ML-200078,1,159.6,NY
MM-7024209,2025-10-08,ML-200075,3,426.16,PA
MM-7024210,2025-06-12,ML-200035,4,554.21,IL
MM-7024211,2025-09-25,ML-200074,2,47.92,OH
MM-7024212,2026-03-29,ML-200085,2,541.17,CA
MM-7024213,2025-10-23,ML-200053,4,1039.49,WA
MM-7024214,2026-05-04,ML-200021,3,912.05,IL
MM-7024215,2025-09-17,ML-200069,1,109.52,IL
MM-7024216,2026-04-22,ML-200043,2,126.61,NY
MM-7024217,2025-11-12,ML-200073,1,172.93,WA
MM-7024218,2025-07-27,ML-200047,2,629.6,FL
MM-7024219,2026-02-19,ML-200059,2,359.89,PA
MM-7024220,2026-03-25,ML-200068,2,31.94,GA
MM-7024221,2026-01-14,ML-200088,2,343.01,TX
MM-7024222,2026-01-28,ML-200051,4,1388.85,NJ
MM-7024223,2026-05-21,ML-200093,4,184.83,TX
MM-7024224,2025-09-30,ML-200059,4,732.87,CA
MM-7024225,2026-03-21,ML-200043,4,255.5,WA
MM-7024226,2026-04-22,ML-200080,2,164.96,GA
MM-7024227,2025-07-17,ML-200079,4,189.47,NJ
MM-7024228,2026-04-13,ML-200077,1,76.33,GA
MM-7024229,2025-11-25,ML-200091,4,2438.11,OH
MM-7024230,2025-08-22,ML-200017,2,252.46,GA
MM-7024231,2025-07-08,ML-200036,2,69.29,NY
MM-7024232,2025-08-16,ML-200074,1,24.22,OH
MM-7024233,2026-01-13,ML-200024,4,111.43,FL
MM-7024234,2025-10-06,ML-200015,1,253.55,CA
MM-7024235,2025-07-08,ML-200085,3,811.23,CA
MM-7024236,2026-03-14,ML-200059,3,539.65,PA
MM-7024237,2025-09-30,ML-200049,3,976.04,FL
MM-7024238,2026-01-23,ML-200012,3,411.14,CA
MM-7024239,2025-10-30,ML-200048,4,660.92,NJ
MM-7024240,2026-04-29,ML-200027,2,357.21,TX
MM-7024241,2025-12-12,ML-200049,3,988.32,PA
MM-7024242,2026-03-17,ML-200047,2,626.48,WA
MM-7024243,2025-10-02,ML-200077,4,302.1,CA
MM-7024244,2026-03-30,ML-200030,1,111.27,GA
MM-7024245,2026-03-05,ML-200028,2,418.6,PA
MM-7024246,2026-03-07,ML-200059,2,355.25,PA
MM-7024247,2025-10-08,ML-200045,4,423.69,NY
MM-7024248,2026-04-07,ML-200053,2,518.27,FL
MM-7024249,2025-07-09,ML-200005,3,222.21,FL
MM-7024250,2026-02-23,ML-200020,2,146.78,IL
MM-7024251,2025-10-09,ML-200048,3,526.46,NJ
MM-7024252,2026-03-28,ML-200053,1,259.75,NY
MM-7024253,2026-03-13,ML-200074,3,72.43,PA
MM-7024254,2025-06-04,ML-200043,2,126.2,FL
MM-7024255,2026-02-02,ML-200073,4,687.61,FL
MM-7024256,2026-05-26,ML-200090,3,148.32,CA
MM-7024257,2026-01-13,ML-200052,3,73.68,NJ
MM-7024258,2026-04-12,ML-200030,1,108.32,TX
MM-7024259,2025-12-22,ML-200006,4,66.25,FL
MM-7024260,2025-11-27,ML-200020,2,147.34,NY
MM-7024261,2025-10-27,ML-200029,4,80.16,GA
MM-7024262,2026-04-09,ML-200079,1,47.68,TX
MM-7024263,2025-10-20,ML-200017,1,123.33,OH
MM-7024264,2025-11-10,ML-200006,1,16.19,NJ
MM-7024265,2026-05-19,ML-200049,3,991.58,PA
MM-7024266,2026-01-25,ML-200072,1,80.53,FL
MM-7024267,2026-05-12,ML-200028,1,211.87,CA
MM-7024268,2026-01-30,ML-200003,2,265.05,PA
MM-7024269,2025-08-04,ML-200092,4,1182.06,PA
MM-7024270,2025-12-02,ML-200066,1,119.41,CA
MM-7024271,2026-03-05,ML-200016,4,949.41,PA
MM-7024272,2026-01-31,ML-200088,2,349.51,NY
MM-7024273,2025-06-04,ML-200026,3,825.84,GA
MM-7024274,2026-03-09,ML-200014,2,183.45,FL
MM-7024275,2025-07-25,ML-200034,2,77.73,NJ
MM-7024276,2025-09-14,ML-200017,4,494.53,TX
MM-7024277,2025-12-22,ML-200075,2,283.32,CA
MM-7024278,2026-03-11,ML-200092,1,290.36,IL
MM-7024279,2026-04-26,ML-200005,1,71.93,CA
MM-7024280,2025-10-15,ML-200002,3,450.3,PA
MM-7024281,2026-03-31,ML-200059,4,718.85,IL
MM-7024282,2025-06-17,ML-200043,1,62.73,PA
MM-7024283,2025-11-07,ML-200034,1,38.76,TX
MM-7024284,2025-12-22,ML-200056,3,706.72,PA
MM-7024285,2025-11-23,ML-200047,2,626.32,PA
MM-7024286,2025-10-24,ML-200020,2,150.24,WA
MM-7024287,2025-12-30,ML-200029,1,19.96,FL
MM-7024288,2025-06-26,ML-200009,3,416.88,FL
MM-7024289,2026-04-22,ML-200051,1,351.6,GA
MM-7024290,2025-07-09,ML-200079,1,46.12,TX
MM-7024291,2025-07-08,ML-200012,1,136.49,NJ
MM-7024292,2025-09-01,ML-200010,4,526.8,WA
MM-7024293,2025-09-06,ML-200079,2,94.19,PA
MM-7024294,2025-07-24,ML-200061,2,367.44,WA
MM-7024295,2026-04-23,ML-200035,2,281.22,OH
MM-7024296,2026-01-04,ML-200058,1,83.17,NJ
MM-7024297,2025-10-10,ML-200025,3,522.35,CA
MM-7024298,2025-12-30,ML-200073,2,355.37,PA
MM-7024299,2026-05-14,ML-200062,2,140.53,WA
MM-7024300,2026-02-11,ML-200084,1,61.13,GA
