ticketId,createdAt,closedAt,productRef,categoryId,priority,status,channel
HD-10772,2025-08-09T08:54:56,2025-08-10T09:54:56,Titan Coaxial Cable 16 AWG 500ft,2,normal,closed,email
HD-10773,2025-11-09T09:23:18,2025-11-18T22:23:18,Sterling Gate Valve 3/4in,3,high,closed,web
HD-10774,2025-10-14T16:11:03,,Titan Solenoid Valve 1in,6,urgent,open,email
HD-10775,2026-04-21T13:41:56,2026-04-29T19:41:56,Vanguard SAE Hydraulic Hose 5/8in x 25m,2,normal,closed,phone
HD-10776,2025-10-12T15:42:12,2025-10-21T14:42:12,Titan Solenoid Valve 1in,1,low,closed,email
HD-10777,2025-09-03T08:18:19,2025-09-10T08:18:19,Vanguard SAE Hydraulic Hose 5/8in x 25m,4,high,closed,email
HD-10778,2026-02-17T09:47:52,2026-02-25T06:47:52,Vanguard Sleeve Anchor 1/2in x 4in,1,low,closed,phone
HD-10779,2025-10-16T18:15:00,2025-10-23T21:15:00,Vanguard IEC Power Connector 8-pin,2,high,closed,email
HD-10780,2026-01-19T10:29:02,2026-01-23T17:29:02,Vanguard SAE Hydraulic Hose 5/8in x 25m,3,normal,closed,email
HD-10781,2025-11-28T12:18:48,2025-12-02T16:18:48,Titan Coaxial Cable 16 AWG 500ft,2,normal,closed,web
HD-10782,2025-10-23T09:45:33,2025-10-23T18:45:33,Sterling Wedge Anchor M10,3,normal,closed,web
HD-10783,2025-12-27T10:21:06,,Vanguard Gasket Set 35x52x7,2,high,open,web
HD-10784,2025-10-01T08:53:25,2025-10-02T05:53:25,Titan Solenoid Valve 1in,3,urgent,closed,email
HD-10785,2026-01-04T13:21:21,2026-01-13T06:21:21,Meridian Splash Goggles Smoke Tint,1,low,closed,phone
HD-10786,2025-09-08T11:45:54,,Titan Solenoid Valve 1in,4,low,open,email
HD-10787,2026-04-12T12:29:27,,,3,high,open,email
HD-10788,2026-02-04T09:38:45,2026-02-10T17:38:45,Titan Vented Safety Helmet Class G Blue,6,normal,closed,email
HD-10789,2025-10-14T14:18:09,2025-10-18T16:18:09,Vanguard Vented Safety Helmet Ratchet,4,normal,closed,web
HD-10790,2025-10-30T15:27:56,2025-11-08T23:27:56,Vanguard Poly Sheeting 18in 1500ft,5,normal,closed,web
HD-10791,2025-09-07T10:27:04,2025-09-13T06:27:04,Titan Rocker Switch 20A,2,low,closed,email
HD-10792,2025-09-02T17:25:19,2025-09-08T15:25:19,Vanguard Hex Bolt M12 x 80mm,3,low,closed,web
HD-10793,2025-10-17T18:19:12,2025-10-23T19:19:12,,3,high,closed,email
HD-10794,2025-09-02T15:55:40,2025-09-11T02:55:40,Atlas DIN Contactor 15A,6,normal,closed,email
HD-10795,2025-11-28T09:10:28,2025-12-05T12:10:28,Atlas Flange Bolt M6 x 03mm,2,normal,closed,phone
HD-10796,2026-02-09T15:34:40,2026-02-13T02:34:40,Titan Rocker Switch 20A,1,low,closed,web
HD-10797,2026-03-11T11:47:37,2026-03-19T12:47:37,Titan Solenoid Vlave 1in,1,normal,closed,email
HD-10798,2025-11-15T13:24:31,2025-11-16T16:24:31,Sterling Hydraulic Hose R2 3/8in x 10m,1,normal,closed,web
HD-10799,2026-02-27T13:38:42,2026-03-04T11:38:42,Sterling Hex Cap Screw M6 x 30mm,6,high,closed,email
HD-10800,2026-02-04T17:56:37,2026-02-12T06:56:37,Titan Coaxial Cable 16 AWG 500ft,1,low,closed,email
HD-10801,2026-05-26T16:53:41,2026-05-31T23:53:41,Titan Solenoi dValve 1in,1,low,closed,web
HD-10802,2025-08-18T09:44:05,2025-08-26T19:44:05,Titan Solenoid Valve 1in,6,high,closed,web
HD-10803,2026-05-10T15:15:57,2026-05-13T23:15:57,Vanguar Hydraulic Rod Seal 45x65x10,1,high,closed,web
HD-10804,2025-10-19T12:41:04,,Titan Toggle Switch 25A 3-pole,3,low,open,email
HD-10805,2026-02-09T14:57:16,2026-02-15T11:57:16,Vanguard Sleeve Anchor 1/2in x 4in,2,high,closed,email
HD-10806,2025-09-05T12:05:43,2025-09-10T02:05:43,,2,high,closed,email
HD-10807,2025-09-13T17:27:10,2025-09-16T01:27:10,Sterling Gate Valve 3/4in,4,normal,closed,email
HD-10808,2025-07-08T18:40:36,2025-07-15T07:40:36,,1,normal,closed,phone
HD-10809,2026-03-03T08:17:55,2026-03-06T19:17:55,Titan Rocker Switch 20A,1,normal,closed,email
HD-10810,2025-09-25T18:05:28,2025-09-26T20:05:28,Sterling Stretch Wrap 20in 5000ft,4,low,closed,email
HD-10811,2025-10-27T16:00:27,2025-10-31T06:00:27,Titan Solenoid Valve 1in,1,low,closed,phone
HD-10812,2025-07-13T14:28:09,2025-07-15T13:28:09,Atlas DIN Contactor 15A,2,normal,closed,email
HD-10813,2026-04-19T14:33:13,2026-04-26T06:33:13,,1,low,closed,email
HD-10814,2025-07-25T14:51:11,2025-07-26T14:51:11,Meridian DIN Contactor Roller Lever,2,low,closed,email
HD-10815,2025-11-26T16:36:19,2025-12-02T03:36:19,Sterling Flange Bolt M12 x 80mm,5,normal,closed,email
HD-10816,2026-04-18T08:12:19,2026-04-27T04:12:19,Titan Rocker Switch 20A,3,normal,closed,web
HD-10817,2025-06-12T15:40:19,2025-06-14T05:40:19,Titan Stretch Wrap 18in 1500ft,4,low,closed,email
HD-10818,2026-03-12T09:33:04,2026-03-16T17:33:04,VanguardGasket Set Assorted 200pc,5,normal,closed,phone
HD-10819,2025-07-17T16:44:13,2025-07-20T09:44:13,Vanguard Corrugated Box 20x20x20in,1,normal,closed,phone
HD-10820,2025-08-19T15:17:13,2025-08-28T22:17:13,Titan Terminal Block 20A,2,normal,closed,email
HD-10821,2025-09-02T18:13:02,2025-09-03T00:13:02,Sterling Socket Cap Screw M4 x 20mm,2,high,closed,email
HD-10822,2025-12-23T14:20:02,2025-12-31T08:20:02,Titan Rocker Switch 20A,1,low,closed,phone
HD-10823,2026-01-04T11:49:01,2026-01-10T10:49:01,Titan Rocker Switch 20A,1,normal,closed,web
HD-10824,2026-04-28T08:58:36,2026-04-28T22:58:36,Titan Solenoid Valve 1in,1,low,closed,email
HD-10825,2026-05-02T14:31:52,2026-05-12T12:31:52,SterlingStretch Wrap 20in 5000ft,2,normal,closed,email
HD-10826,2025-11-11T10:48:26,2025-11-13T02:48:26,Sterling Gate Valve 3/4in,3,normal,closed,web
HD-10827,2025-09-21T16:18:24,2025-10-01T03:18:24,Meridian Heavy-Duty Carton 18x18x16in,1,low,closed,email
HD-10828,2025-10-17T09:39:20,2025-10-22T11:39:20,Sterling Sleeve Ancohr M12,1,normal,closed,phone
HD-10829,2025-07-09T14:28:39,2025-07-19T06:28:39,Atlas O-Ring Kit 45x65x10,4,normal,closed,web
HD-10830,2026-05-14T11:36:35,2026-05-18T15:36:35,Titan Rocker Switch 20A,1,normal,closed,phone
HD-10831,2026-04-18T14:53:58,2026-04-22T23:53:58,Titan SAE Hydraulic Hose 1/2in x 15m,4,normal,closed,email
HD-10832,2025-11-13T18:51:28,,Titan Solenoid Valve 1in,2,low,open,web
HD-10833,2025-07-30T13:54:57,2025-08-06T09:54:57,Atlas O-Ring Kit 35x52x7,5,normal,closed,phone
HD-10834,2025-10-07T18:33:30,2025-10-16T13:33:30,Atlas O-Ring Kit 45x65x10,3,normal,closed,phone
HD-10835,2025-09-30T13:45:08,2025-10-02T11:45:08,Titan Solenoid Valve 1in,2,low,closed,email
HD-10836,2025-06-12T11:12:39,2025-06-14T02:12:39,Titan Solenoid Vavle 1in,1,normal,closed,phone
HD-10837,2026-03-10T08:36:51,2026-03-16T14:36:51,Titan Solenoid Valve 1in,1,high,closed,web
HD-10838,2026-04-04T08:52:32,2026-04-04T16:52:32,,3,low,closed,web
HD-10839,2025-07-09T11:52:05,,,4,high,open,email
HD-10840,2026-03-18T08:01:51,2026-03-25T11:01:51,Titan Rocker Switch 20A,1,low,closed,email
HD-10841,2025-10-30T11:40:26,2025-11-08T05:40:26,Titan Solenoid Valve 1in,1,normal,closed,web
HD-10842,2025-06-27T10:46:29,2025-07-06T20:46:29,Atlas Stringer Pallet 1100x1100mm,5,normal,closed,phone
HD-10843,2026-03-08T17:34:40,,Titan Solenoid Valve 1in,1,normal,open,web
HD-10844,2025-07-10T13:35:17,2025-07-15T17:35:17,Meridian Full Brim Hard Hat Class G Blue,4,low,closed,phone
HD-10845,2025-12-28T08:16:49,2026-01-02T01:16:49,Titan Hydraulic Rod Seal Assorted 200pc,6,normal,closed,email
HD-10846,2026-02-20T14:46:40,2026-02-28T23:46:40,Vanguard Flange Bolt M10 x 60mm,6,low,closed,email
HD-10847,2025-10-11T15:14:26,2025-10-18T10:14:26,Atlas Cat6 Ethernet Cable 12 AWG 100ft,6,normal,closed,email
HD-10848,2025-09-14T15:19:19,2025-09-24T12:19:19,Atlas Flange Bolt M6 x 03mm,3,urgent,closed,email
HD-10849,2026-02-27T08:38:29,2026-03-03T08:38:29,Vanguard Brass Ball Valve 3000 psi,1,normal,closed,email
HD-10850,2025-08-07T11:06:59,2025-08-08T19:06:59,Vanguard Gasket Set Assorted 200pc,4,normal,closed,email
HD-10851,2026-02-15T08:34:00,2026-02-24T00:34:00,Sterling Flange Bolt M12 x 80mm,2,normal,closed,web
HD-10852,2025-10-17T09:02:43,2025-10-21T03:02:43,Atlas Drop-In Anchor M8,3,high,closed,email
HD-10853,2025-10-15T09:40:41,2025-10-16T02:40:41,Atlas Machine Screw M4 x 20mm,4,high,closed,phone
HD-10854,2025-10-06T10:03:39,2025-10-10T22:03:39,Titan Terminal Block 20A,4,low,closed,email
HD-10855,2026-03-21T10:49:38,2026-03-28T22:49:38,Sterling Pallet Wrap 18in 1500ft,2,normal,closed,email
HD-10856,2026-05-14T16:28:22,2026-05-24T07:28:22,,4,normal,closed,email
HD-10857,2025-12-15T16:25:16,2025-12-21T09:25:16,Titan Solenoid Valve 1in,5,normal,closed,web
HD-10858,2025-12-08T13:32:01,,,2,low,open,web
HD-10859,2025-11-16T17:07:37,,Titan Rocker Switch 20A,3,normal,open,phone
HD-10860,2025-12-26T12:07:48,2026-01-03T04:07:48,Sterling Hydraulic Check Valve 3/4in,4,normal,closed,phone
HD-10861,2025-12-17T09:52:48,2025-12-17T17:52:48,Sterling THHN Wire 305m Reel,4,low,closed,email
HD-10862,2026-03-10T10:16:52,2026-03-16T02:16:52,Titan Solenoid Valve 1in,3,high,closed,phone
HD-10863,2026-03-24T08:41:09,2026-03-24T11:41:09,Titan Solenoid Valve 1in,4,low,closed,phone
HD-10864,2026-05-05T13:58:06,2026-05-05T18:58:06,Sterling Terminal Block 8-pin,2,normal,closed,phone
HD-10865,2026-04-05T14:36:11,,Titan Solenoid Valve 1in,3,low,open,web
HD-10866,2025-07-25T17:21:29,2025-08-03T17:21:29,Titan Toggle Switch 25A 3-pole,4,normal,closed,web
HD-10867,2026-02-27T14:48:17,2026-03-04T16:48:17,,5,normal,closed,web
HD-10868,2026-01-07T11:57:46,,Ttan Rocker Switch 20A,6,low,open,email
HD-10869,2026-05-18T09:56:25,,Titan ocker Switch 20A,2,normal,open,web
HD-10870,2026-01-29T16:49:33,,Titan Solenoid Valve 1in,1,high,open,email
HD-10871,2025-07-22T08:42:05,2025-07-27T03:42:05,Titan Stretch Wrap 18in 1500ft,1,low,closed,web
HD-10872,2025-10-08T09:01:54,2025-10-11T07:01:54,,1,normal,closed,email
HD-10873,2025-06-08T12:00:45,2025-06-10T04:00:45,Vanguard IEC Power Connector 8-pin,4,urgent,closed,email
HD-10874,2026-04-12T12:59:50,2026-04-20T01:59:50,Titan Rocker Switch 20A,2,low,closed,email
HD-10875,2026-01-02T12:17:44,2026-01-12T01:17:44,Titan Hydraulic Rod Seal Assorted 200pc,4,high,closed,web
HD-10876,2026-02-04T15:32:23,2026-02-05T14:32:23,Titan Solenoid Valve 1in,5,high,closed,web
HD-10877,2025-07-19T16:37:37,,Titan Solenoid Valve 1in,3,urgent,open,phone
HD-10878,2025-07-29T08:29:23,2025-08-05T00:29:23,Atlas Machine Screw M6 x 40mm,2,low,closed,web
HD-10879,2025-09-10T12:17:42,2025-09-11T00:17:42,Titan RockerS witch 20A,1,normal,closed,web
HD-10880,2026-05-25T18:01:02,,Titan Rocker Switch 20A,3,high,open,web
HD-10881,2025-09-16T10:53:13,2025-09-18T06:53:13,Titan Rocker Switch 20A,1,low,closed,phone
HD-10882,2026-02-23T18:56:57,2026-02-27T07:56:57,Titan Toggle Switch 25A 3-pole,6,high,closed,email
HD-10883,2025-11-20T11:52:20,2025-11-24T05:52:20,Atlas Shaft Seal 35x52x7,1,normal,closed,web
HD-10884,2025-11-10T18:31:05,2025-11-14T20:31:05,Titan Solenoid Valve 1in,2,low,closed,web
HD-10885,2026-01-03T16:03:38,2026-01-13T03:03:38,Vanguard Machine Screw #10 x 1-1/2in,1,normal,closed,email
HD-10886,2025-12-27T10:34:27,2025-12-29T10:34:27,Sterling Terminal Block 8-pin,1,high,closed,email
HD-10887,2025-07-01T17:28:59,2025-07-02T02:28:59,Titan Rocker Switch 20A,1,normal,closed,email
HD-10888,2025-09-09T17:19:28,2025-09-14T05:19:28,Titan Cat6 Ethernet Cable 16 AWG 500ft,2,normal,closed,web
HD-10889,2026-04-25T16:00:54,2026-05-02T09:00:54,Titan Rocker Switch 20A,1,normal,closed,web
HD-10890,2025-12-17T11:38:19,2025-12-23T06:38:19,Atlas Machine Screw M4 x 20mm,4,low,closed,phone
HD-10891,2025-11-08T11:05:48,2025-11-12T05:05:48,Atlas O-Ring Kit 45x65x10,1,normal,closed,phone
HD-10892,2025-09-25T10:51:56,2025-10-01T02:51:56,Titan Rocker Switch 20A,1,normal,closed,phone
HD-10893,2025-08-27T18:17:53,2025-08-30T12:17:53,Atlas Shaft Seal 35x52x7,1,normal,closed,phone
HD-10894,2025-11-02T08:11:56,2025-11-05T03:11:56,Titan Solenoid Valve 1in,1,high,closed,phone
HD-10895,2026-03-22T10:28:16,2026-03-26T23:28:16,Titan Hydraulic Rod Seal Assorted 200pc,6,high,closed,email
HD-10896,2025-11-21T09:28:32,2025-11-22T13:28:32,Titan Coaxial Cable 16 AWG 500ft,4,normal,closed,email
HD-10897,2025-10-20T15:53:45,2025-10-30T12:53:45,Titan Rocker Switch 30A 2-pole,2,normal,closed,email
HD-10898,2026-05-02T17:53:18,2026-05-10T14:53:18,Titan Solenoid Valve 1in,1,low,closed,phone
HD-10899,2025-06-27T12:08:33,,Titan Solenoid Valve 1in,1,normal,open,phone
HD-10900,2025-12-15T18:14:44,2025-12-19T10:14:44,Vanguard Heavy-Duty Carton 20x20x20in,1,urgent,closed,phone
HD-10901,2026-05-31T14:51:32,,Titan Rocker Switch 20A,1,low,open,phone
HD-10902,2025-10-10T13:17:01,2025-10-12T23:17:01,Vanguard Gasket Set 35x52x7,3,low,closed,web
HD-10903,2025-08-14T10:08:58,2025-08-23T00:08:58,Titan Rocker Switch 30A 2-pole,6,normal,closed,phone
HD-10904,2025-08-23T18:50:00,,Titan Rocker Switch 20A,3,normal,open,email
HD-10905,2025-08-14T09:19:23,2025-08-18T08:19:23,Titan Rocker Switch 20A,1,low,closed,email
HD-10906,2025-12-26T15:59:23,2025-12-28T01:59:23,Titan Rocker Switch 20A,1,normal,closed,web
HD-10907,2026-03-16T11:14:07,2026-03-19T10:14:07,Vanguard Plastic Euro Pallet 42x42in,2,normal,closed,web
HD-10908,2026-02-15T13:35:33,,Vanguard Flange Bolt M10 x 60mm,2,normal,open,web
HD-10909,2025-07-12T16:25:29,2025-07-13T23:25:29,Titan Rocker Switch 20A,2,low,closed,email
HD-10910,2026-03-26T11:37:31,2026-03-29T20:37:31,Meridian Full Brim Hard Hat Class G Blue,2,high,closed,email
HD-10911,2026-01-22T15:54:17,2026-01-23T01:54:17,Sterling THHN Wire 305m Reel,2,high,closed,web
HD-10912,2025-06-23T08:10:04,2025-07-03T02:10:04,,1,high,closed,email
HD-10913,2025-12-03T15:08:28,2025-12-03T17:08:28,Vanguard Self-Tapping Scerw #8 x 1in,2,high,closed,phone
HD-10914,2025-11-11T10:23:27,2025-11-11T19:23:27,Titan Rocker Switch 20A,2,urgent,closed,phone
HD-10915,2025-08-09T13:28:20,2025-08-19T07:28:20,Atlas O-Ring Kit 35x52x7,2,normal,closed,email
HD-10916,2025-10-03T17:49:50,2025-10-10T22:49:50,,2,high,closed,email
HD-10917,2026-05-29T11:28:34,2026-05-31T23:28:34,Sterling Cut-Resistant Gloves Box 100 (M),3,urgent,closed,web
HD-10918,2026-04-08T11:04:00,2026-04-15T07:04:00,Titan Rocker Switch 20A,1,normal,closed,email
HD-10919,2025-09-13T10:32:42,2025-09-16T14:32:42,Titan RJ45 Connector 12-pos,2,urgent,closed,web
HD-10920,2025-09-02T10:14:26,2025-09-09T18:14:26,Titan Rocker Switch 20A,4,normal,closed,web
HD-10921,2025-08-21T17:12:49,2025-08-24T06:12:49,Vanguard Wedge Anchor M12,5,normal,closed,web
HD-10922,2025-07-04T09:50:03,2025-07-08T16:50:03,,2,low,closed,email
HD-10923,2025-12-06T11:34:31,2025-12-12T08:34:31,Atlas Full Brim Hard Hat Class E,1,high,closed,web
HD-10924,2026-01-21T11:31:29,2026-01-31T05:31:29,Titan olenoid Valve 1in,1,normal,closed,email
HD-10925,2026-01-24T15:50:06,2026-01-28T03:50:06,Meridian Cut-Resistant Gloves Pair (L),4,low,closed,web
HD-10926,2026-01-23T12:17:26,,Titan SAE Hydraulic Hose 1/2in x 15m,4,high,open,web
HD-10927,2026-05-18T16:12:27,2026-05-28T04:12:27,Titan Safety Goggles Wraparound,5,normal,closed,email
HD-10928,2026-01-12T13:46:19,2026-01-14T16:46:19,Vanguard Coaxial Cable 305m Reel,4,high,closed,phone
HD-10929,2026-01-26T15:29:30,2026-02-05T04:29:30,Sterling Wood Screw M4 x 20mm,2,normal,closed,email
HD-10930,2026-04-03T08:25:41,,Titan Rocker Switch 20A,3,normal,open,email
HD-10931,2025-09-06T16:25:36,2025-09-08T09:25:36,Vanguard Heavy-Duty Carton 20x20x20in,2,normal,closed,phone
HD-10932,2026-01-03T13:36:53,2026-01-06T10:36:53,Titan Solenoid Valve 1in,3,high,closed,email
HD-10933,2026-01-17T18:47:45,2026-01-21T19:47:45,Atlas Stringer Pallet 1100x1100mm,4,low,closed,email
HD-10934,2025-07-28T10:48:58,2025-08-02T08:48:58,Sterling Safety Glasses Wraparound,4,low,closed,email
HD-10935,2025-07-17T09:26:43,2025-07-18T00:26:43,Vanguard Nestable Pallet 42x42in,4,low,closed,email
HD-10936,2025-08-12T14:31:12,2025-08-21T03:31:12,Atlas Hydraulic Check Valve 24V DC,4,high,closed,phone
HD-10937,2025-08-13T13:03:30,2025-08-20T05:03:30,Titan Rocker Switch 20A,4,normal,closed,email
HD-10938,2026-05-19T08:37:12,2026-05-23T23:37:12,Atlas IEC Power Connector 4-pos,2,low,closed,email
HD-10939,2026-01-20T17:35:54,2026-01-28T17:35:54,Titan Solenoid Valve 1in,2,urgent,closed,web
HD-10940,2025-10-28T18:46:40,,Titan Solenoid Valve 1in,1,high,open,phone
HD-10941,2025-08-22T10:51:44,2025-08-26T03:51:44,Vanguard Heavy-Duty Carton 20x20x20in,2,normal,closed,web
HD-10942,2026-03-25T16:27:38,2026-03-27T23:27:38,Titan Rocker Switch 20A,1,low,closed,email
HD-10943,2025-09-04T18:58:46,2025-09-09T10:58:46,Titan Solenoid Valve 1in,2,high,closed,email
HD-10944,2026-05-02T15:00:49,2026-05-06T22:00:49,Titan Rocker Switch 20A,1,normal,closed,email
HD-10945,2025-10-30T18:54:17,,,1,normal,open,email
HD-10946,2025-10-01T10:50:39,,Titan Rocker Switch 20A,4,low,open,phone
HD-10947,2025-11-30T13:32:29,,Titan Solenoid Valve 1in,1,high,open,phone
HD-10948,2025-06-15T14:11:58,2025-06-21T22:11:58,Atlas Cat6 Ethernet Cable 12 AWG 100ft,6,urgent,closed,phone
HD-10949,2025-10-10T11:01:50,2025-10-14T22:01:50,Vanguard Gasket Set FKM Viton,5,urgent,closed,email
HD-10950,2026-01-27T08:09:03,2026-02-02T14:09:03,Titan Rocker Switch 20A,3,low,closed,email
HD-10951,2026-01-07T15:48:47,2026-01-12T18:48:47,Titan Solenoid Valve 1in,3,low,closed,phone
HD-10952,2025-11-13T16:29:35,2025-11-18T09:29:35,Atlas Flange Bolt M6 x 30mm,3,normal,closed,phone
HD-10953,2025-07-01T17:20:58,2025-07-09T03:20:58,Titan Rocker Switch 20A,3,high,closed,email
HD-10954,2025-09-19T12:04:19,,Meridian Wood Pallet 1200x800mm,4,normal,open,email
HD-10955,2026-05-04T12:55:31,2026-05-09T10:55:31,Titan Solenoid Valve 1in,1,high,closed,email
HD-10956,2026-02-01T08:53:40,2026-02-02T19:53:40,Titan Solenoid Valve 1in,1,urgent,closed,phone
HD-10957,2026-03-29T12:32:26,2026-04-05T21:32:26,Sterling Wood Screw M4 x 20mm,4,normal,closed,email
HD-10958,2026-05-30T13:13:57,2026-06-03T04:13:57,Atlas Shaft Seal 35x52x7,5,low,closed,web
HD-10959,2025-08-04T10:45:47,,Titan Rocker Switch 20A,1,high,open,web
HD-10960,2026-04-27T14:04:33,2026-05-03T11:04:33,Meridian DIN Contactor Roller Lever,5,low,closed,phone
HD-10961,2025-10-31T08:08:36,2025-10-31T16:08:36,Sterling Leather Work Gloves Box 100 (L),6,normal,closed,phone
HD-10962,2025-11-25T16:26:10,2025-11-26T04:26:10,Titan Rocker Switch 20A,3,high,closed,email
HD-10963,2026-05-09T13:22:12,2026-05-14T21:22:12,Titan Rocker Switch 20A,3,low,closed,email
HD-10964,2026-05-09T10:06:12,2026-05-12T14:06:12,Titan Rocker Switch 20A,1,normal,closed,web
HD-10965,2025-07-10T14:20:35,2025-07-12T23:20:35,Sterling Pallet Wrap 18in 1500ft,6,normal,closed,web
HD-10966,2026-05-18T17:26:08,2026-05-28T08:26:08,Titan Solenoid Valve 1in,3,normal,closed,email
HD-10967,2026-01-05T08:32:50,2026-01-10T06:32:50,Vanguard Coaxial Cable 305m Reel,2,normal,closed,web
HD-10968,2025-10-05T16:32:38,2025-10-11T07:32:38,Sterling Cut-Resistant Gloves Box 100 (M),2,high,closed,email
HD-10969,2026-04-12T17:40:49,2026-04-15T01:40:49,Sterling Rocker Switch 15A,6,normal,closed,email
HD-10970,2025-12-13T14:38:24,,Titan Rocker Switch 20A,2,normal,open,email
HD-10971,2025-09-23T17:12:02,2025-09-28T04:12:02,Sterling Safety Glasses Wraparound,2,high,closed,email
HD-10972,2025-12-27T15:45:11,2025-12-29T06:45:11,Vanguard Hydraulic Rod Seal 45x65x10,1,normal,closed,web
HD-10973,2026-01-26T08:37:24,2026-02-04T20:37:24,Sterling Hydraulic Check Valve 3/4in,3,normal,closed,email
HD-10974,2025-06-19T10:42:06,2025-06-26T21:42:06,Atlas Full Brim Hard Hat Class E,1,normal,closed,email
HD-10975,2026-03-15T15:38:46,2026-03-17T21:38:46,Atlas Machine Screw M4 x 20mm,3,high,closed,phone
HD-10976,2025-12-07T18:27:26,,Titan Rocker Switch 20A,3,normal,open,email
HD-10977,2025-11-13T18:31:47,2025-11-23T06:31:47,Sterling THHN Wire 305m Reel,2,normal,closed,email
HD-10978,2025-07-25T15:35:29,2025-08-03T10:35:29,Titan Terminal Block 20A,3,normal,closed,web
HD-10979,2026-04-02T12:13:09,2026-04-11T05:13:09,Vanguard Coaxial Cable 305m Reel,2,normal,closed,web
HD-10980,2025-10-20T12:36:00,2025-10-25T17:36:00,Sterling Leather Work Gloves Box 100 (XL),4,urgent,closed,phone
HD-10981,2026-05-13T17:05:08,2026-05-19T16:05:08,Vanguard Machine Screw #10 x 1-1/2in,1,normal,closed,web
HD-10982,2026-01-01T17:00:26,2026-01-08T15:00:26,Titan Coaxial Cable 16 AWG 500ft,2,normal,closed,email
HD-10983,2025-10-28T09:48:23,,Vanguard Gasket Set Assorted 200pc,2,normal,open,email
HD-10984,2026-03-10T17:34:12,,Titan Rocker Switch 20A,3,high,open,web
HD-10985,2025-08-13T09:06:46,2025-08-14T17:06:46,Titan Rocker Switch 20A,2,high,closed,phone
HD-10986,2025-09-07T10:46:47,2025-09-10T18:46:47,Titan Solenoid Valve 1in,2,high,closed,phone
HD-10987,2025-08-16T18:15:32,,Titan Solenoid Valve 1in,3,high,open,email
HD-10988,2025-10-16T13:55:59,2025-10-22T21:55:59,Titan Solenoid Valve 1in,1,low,closed,web
HD-10989,2025-10-18T15:07:28,2025-10-24T07:07:28,Titan Rocker Switch 20A,1,low,closed,web
HD-10990,2025-11-14T12:47:18,2025-11-14T13:47:18,Vanguard Poly Sheeting 30in 2000ft,5,normal,closed,web
HD-10991,2026-02-13T11:54:28,2026-02-19T07:54:28,Vanguard IEC Power Connector 8-pin,2,high,closed,email
HD-10992,2025-10-26T18:10:06,2025-11-02T13:10:06,Titan THHN Wire 12 AWG 100ft,2,low,closed,web
HD-10993,2025-07-27T09:31:31,2025-07-29T18:31:31,Meridian Drop-In Anchor 3/8in x 3in,2,normal,closed,web
HD-10994,2026-03-26T17:22:43,2026-04-03T21:22:43,Titan Safety Goggles Wraparound,1,low,closed,phone
HD-10995,2026-05-01T13:12:10,,Titan Solenoid Valve 1in,3,low,open,email
HD-10996,2025-06-02T16:00:50,2025-06-12T01:00:50,Atlas Cat6 Ethernet Cable 12 AWG 100ft,5,low,closed,phone
HD-10997,2026-01-03T18:50:50,2026-01-12T08:50:50,Titan Solenoid Valve 1in,6,normal,closed,web
HD-10998,2025-07-01T17:54:44,2025-07-09T13:54:44,Meridian Drop-In Anchor 3/8in x 3in,1,low,closed,web
HD-10999,2026-05-21T09:18:48,2026-05-28T00:18:48,Atlas O-Ring Kit 45x65x10,1,high,closed,phone
HD-11000,2025-09-28T10:55:17,2025-10-05T16:55:17,Meridian Cut-Resistant Gloves Pair (XL),4,normal,closed,email
HD-11001,2026-04-19T12:35:17,2026-04-25T18:35:17,Sterling Leather Work Gloves Box 100 (L),2,low,closed,email
HD-11002,2026-03-28T14:01:27,2026-04-04T06:01:27,Titan Solenoid Valve 1in,1,normal,closed,phone
HD-11003,2025-12-06T10:56:23,2025-12-14T04:56:23,Atlas DIN Contactor 15A,2,high,closed,web
HD-11004,2026-04-20T13:28:28,2026-04-29T20:28:28,Vanguard Gasket Set 35x52x7,2,low,closed,email
HD-11005,2026-01-28T14:10:41,2026-01-30T19:10:41,Vanguard Gasket Set Assorted 200pc,1,normal,closed,web
HD-11006,2025-07-12T16:28:19,2025-07-15T11:28:19,Vanguard Plastic Euro Pallet 42x42in,2,high,closed,email
HD-11007,2025-11-20T17:12:20,2025-11-21T22:12:20,VanguardSAE Hydraulic Hose 5/8in x 25m,1,normal,closed,web
HD-11008,2025-09-01T17:24:35,2025-09-09T22:24:35,Titan Rocker Switch 20A,1,normal,closed,phone
HD-11009,2025-08-19T12:53:12,2025-08-24T22:53:12,Titan Rocker Switch 20A,5,low,closed,phone
HD-11010,2025-10-13T17:33:38,2025-10-14T20:33:38,Titan Rocker Switch 20A,1,normal,closed,email
HD-11011,2025-06-04T13:07:50,,Titan Solenoid Valve 1in,1,low,open,phone
HD-11012,2025-11-13T11:08:17,,Titan Rocker Switch 20A,1,high,open,email
HD-11013,2025-08-04T11:40:26,2025-08-08T20:40:26,Sterling Flange Bolt M12 x 80mm,3,normal,closed,web
HD-11014,2025-09-05T13:33:00,2025-09-06T23:33:00,Sterling Cut-Resistant Gloves Box 100 (M),5,low,closed,web
HD-11015,2025-06-09T13:17:23,2025-06-19T00:17:23,Titan Solenoid Valve 1in,1,high,closed,email
HD-11016,2025-09-30T12:49:48,2025-10-07T04:49:48,Meridian Drop-In Anchor 3/8in x 3in,2,high,closed,phone
